0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
4.8532733789240865,227.91019003375277,88.55566905754586,91.47541445660727,15.591554022181754,13.914246287555443,26.048063926779378,62.03275256922893,55.746353486121734,12.978474049477654,74.06704718544938,151.03571941781956,118.91663101978338,222.30174867697383,143.97017549907673,234.34785247222226,17.578705945738193,2.093891812669426,142.30386020477704,23.894018980481405,98.09249115540706,145.17773109845666,115.33139181503338,234.45141303817127
166.88972152561587,156.91728176436982,189.21247995530962,469.1709485545896,420.7416985691948,118.91730612412721,83.96234923680663,36.52943725520254,36.07490852223714,140.04889269310047,103.61607645042727,166.15527458070346,195.51705198539116,90.6445660365921,256.76476256524097,74.7781812828789,187.06140655278568,230.79501081032117,142.33141319232777,154.38089187606488,114.75272174386168,166.45254361097386,231.44432583656226,243.37326363844568
169.03903377088818,397.9527328693571,322.6664462893234,227.3355482104398,203.1256528777369,248.3623854492596,223.07391682191178,107.33969996627843,122.88791934483947,146.86193559920002,106.12949875833374,40.83359148648515,64.53301976303487,22.497144184068247,198.562166445696,529.1815509450432,479.3145045405563,212.16473727607308,26.479007272774425,170.74385826043044,41.19446965598013,3.7768170972642565,19.21533604914316,74.85669002534428
5.555646346160984,15.376328718312607,37.6854108488551,72.27539772270075,1.0546539069443952,168.8737634122392,118.64916247497445,107.72824097437706,160.34647086002633,149.0700074531103,221.5664208911844,316.08964854538226,198.64988297779132,308.08130456258164,187.81359542962423,103.13994231880451,137.19638191092827,308.34039346392115,190.95072396502042,137.81799958900046,171.88132613988932,95.27821366024568,102.58379956825092,51.07226016293134
12.135135561009292,30.047750900927667,48.561730427602924,144.87986930378202,66.52369308215748,30.825289736071454,223.41048637838867,222.97005676182675,188.84176017740742,98.15528143944698,191.26194432937427,108.88442164446906,35.85221056200248,78.45689057287746,33.65938667525461,170.30196920937033,12.149779728070598,219.61080092184466,210.73186126826454,104.65718819424274,54.981040239359345,189.3107804031681,330.7687535594887,300.96588751278136
145.28449578275126,115.69860414217806,208.21260574232087,233.06912310747794,178.79652531037573,141.59863480112858,107.8746789048821,122.56050455087507,244.14083653292528,8.952049447160562,210.21034613667302,87.41403455203954,139.3950436705304,76.84451767563019,178.10875417274247,204.53558980383286,233.4213809730984,133.20359138242884,223.35840896090485,183.21237277266414,192.25256255959403,171.33244866525092,183.98595126354462,302.6077269482528
78.96978915774889,301.36708054551445,198.4206920642573,14.968664668748943,84.37291420648239,77.56204695545262,89.11677839227423,150.63021999492685,48.623656903726214,213.1513210525186,139.4176174637439,145.19577977415793,215.1490908989931,133.15714323318707,273.4579479155152,170.4030687524678,136.92867315359422,192.708862676531,123.81162804446217,200.95463428742823,237.34680226669116,71.95249032794686,207.79554465007368,147.2365658215026
72.6660430288481,37.56194861007339,19.951921221949988,12.983862008661845,71.86117449084554,201.58746205305192,34.53995290330295,167.01270234174694,110.03543089624327,122.1788016278947,283.75129680127384,144.73492492646074,123.01156905940661,395.3049179368563,222.5360369355019,53.305878261606495,333.48690933669513,139.60777050250317,158.11459602960826,205.48577649828235,8.969248940869193,299.60813376078477,200.35322163533328,307.65042182517686
178.19103539725916,38.43326794961615,61.327763542586354,193.6840343567153,99.29531830682754,196.43301512793118,226.95529322423727,185.64651558825926,299.1040736737218,404.25432938276913,61.127267729559435,128.25253877792602,305.0529577286525,326.37313489075086,147.87715937760004,119.65796125435031,186.43129846869306,248.99327748141468,67.73674265916134,325.78921996492295,195.97961546916395,207.5828974302376,279.8833319720768,161.52487181021115
111.61036667391716,72.67352389714654,112.1392299838891,67.4953737768609,113.17569201453125,110.81159683954183,74.96317144140755,106.41750892468463,54.8600892795547,19.649207834758386,119.1007928781512,24.05960366893919,56.05197150052277,53.20152394843478,40.50861626849746,153.37829637328002,78.140492374269,106.72756741987655,93.71426857343101,60.3373876553062,132.88345883287604,101.32549449329395,131.8633147682516,33.50066637175064
